pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{1, 64}]","[]",2,334,"(550,1479);(2792,3834);(13325,14271);(14272,15414);(17607,18449);(19965,20557);(22529,23441);(28058,28603);(28604,29392);(30080,30580);(32327,33310);(35493,35993);(35994,36764);(39486,40337);(44322,44857);(44858,45430);(47164,47972);(48078,48897);(57146,57658);(61433,62092);(62733,63568);(63848,65000);(68708,69685);(69686,70231);(71774,72768);(75879,76798);(78578,79192);(79193,79763);(79764,81188);(81413,82036);(82734,83257);(90495,91080);(93693,94245);(100342,101298);(101299,102051);(103160,104081);(104559,105074);(106154,106776);(107885,108385);(108452,109148);(114361,115046);(116869,117542);(117802,118795);(119461,120168);(122565,123153);(125137,125702);(126438,127341);(128326,128891);(130501,131166);(133734,134413);(135194,135703);(138121,138797);(140495,141486);(141487,142060);(145903,146515);(149243,149812);(153874,154445);(156369,156879);(157067,157869);(160366,161351);(161572,162096);(162097,162907);(169294,169830);(169831,170356);(171302,172053);(172660,173236);(177623,178167);(185194,185860);(185861,186421);(188951,189474);(197608,198250);(202077,203095);(207269,207887);(211275,212215);(212216,212872);(212873,213892);(215432,216304);(217030,217783);(220832,221643);(223383,224242);(227604,228114);(228609,229277);(236012,237444);(237445,238059);(244707,245437);(251061,251666);(252130,253156);(258707,259377);(261506,262282);(264934,265454);(265678,266383);(268609,269383);(273099,273863);(275193,275747);(277457,277973);(287070,287577);(287940,288443);(288444,289126);(289127,289779);(292318,293077);(295637,296143);(296343,296843);(296844,297625);(299678,300178);(300389,301006);(302627,303422);(307539,308268);(308269,309207);(314521,315349);(316365,316882);(317548,318061);(320159,320854);(321113,321732);(321908,322554);(322670,323396);(326922,327765);(330247,330982);(334324,334876);(335811,336411);(345091,345617);(352242,353116);(353117,353676);(356482,357002);(357552,358231);(358974,360182);(361004,362009);(362299,363210);(363211,363943);(366659,367214);(367215,367743);(369064,369587);(369715,370305);(371127,372054);(374694,375876);(381247,381910);(382817,383331);(384104,385462);(385664,386176);(387297,388023);(391998,392498);(393041,393621);(393622,394485);(395385,395939);(397297,397903);(399055,399561);(402581,403349);(403483,404107);(407252,407976);(411924,412664);(415016,415680);(418782,419824);(419825,420504);(420603,421578);(421579,422339);(422340,423242);(426086,426747);(427229,427885);(429387,430374);(430375,431210);(432293,433259);(434396,435339);(439998,440827);(449553,450080);(450426,451194);(453637,454176);(454299,454799);(454800,455705);(459283,460210);(462470,462984);(464773,465530);(467169,468113);(473617,474117);(485191,486006);(486475,487424);(489268,489905);(492054,492560);(494247,495299);(495879,496529);(496745,497493);(497698,498671);(503864,504899);(505023,505612);(505613,506513);(507571,508463);(512950,513484);(515380,516314);(518066,518631);(518759,519343);(527026,527581);(527989,528859);(530427,531011);(537643,538194);(540336,540852);(541332,541985);(542402,543031);(543354,543864);(548184,548824);(555878,556378);(556379,557012);(557300,557893);(559214,559743);(563027,563561);(566829,567656);(569168,569694);(572394,573332);(573981,574503);(578116,578672);(579485,580364);(583772,584305);(585652,586204);(586471,586974);(588133,588756);(589356,589979);(595178,595869);(597406,598013);(606014,606549);(608626,609314);(609506,610057);(611317,611817);(614538,615187);(618065,618659);(619456,619964);(619965,620519);(622828,623665);(629356,630039);(630596,631336);(631337,632056);(635640,636221);(640398,640936);(640937,641675);(641676,642453);(642454,643055);(645457,646486);(647448,647985);(653507,654289);(654290,655450);(655574,656131);(668315,669605);(670561,671560);(674233,674859);(674971,675849);(675850,676381);(682416,682993);(684924,685512);(685873,686495);(687828,688979);(689739,690362);(691771,693096);(693097,694527);(696013,696546);(708246,709250);(712689,713201);(714361,715050);(715872,716826);(718198,718845);(720082,720849);(723139,723712);(726283,726813);(730105,730666);(734806,735420);(743775,744581);(749723,750303);(753341,753882);(757668,758546);(763714,765165);(766571,767139);(769036,769804);(770625,771530);(772355,772864);(776847,777347);(782267,783060);(785666,786717);(787904,788412);(791573,792096);(793625,794167);(794300,794827);(794828,795684);(798802,799302);(803458,804169);(811308,811971);(819682,820184);(820185,820883);(820884,821914);(825536,826092);(826093,826985);(830483,831183);(833353,834283);(834781,835675);(835676,836215);(841580,842184);(846395,847092);(851129,851782);(851783,852345);(853971,854552);(856642,857178);(861700,862388);(865408,865934);(872453,872993);(873080,873773);(874076,874867);(876439,877021);(877022,877571);(878172,878773);(879029,879621);(889579,890357);(909117,909856);(909857,910572);(914956,916319);(917710,918559);(919055,919590);(920591,921160);(925871,926581);(929377,929952);(930772,931573);(933703,934206);(939627,940127);(944160,944763);(944764,945450);(946673,947528);(947675,948182);(949351,950071);(950628,951242);(952670,953245);(955132,955724);(956410,956941);(956942,957636);(960800,962095);(963607,964163);(965811,966342);(966990,967669);(972694,973404);(980696,981549);(981645,982154);(984830,985393)"
"[{1, 69}]","[]",2,13,"(71840,72371);(90454,90982);(197480,197980);(254383,254883);(526130,526741);(553030,553606);(697928,698514);(703305,703843);(739513,740013);(829596,830102);(830370,830872);(947838,948404);(954025,954526)"
"[{1, 77}]","[]",2,237,"(717,1425);(6714,7230);(13682,14346);(16579,17342);(18765,19980);(20040,20769);(28581,29291);(29430,30201);(30202,31589);(32309,33218);(36651,37486);(39128,39976);(40771,41611);(43075,44188);(54548,55079);(61345,62632);(66928,67843);(68580,69185);(70000,70629);(71497,72383);(73660,74524);(74525,75450);(75838,76749);(76750,77921);(78484,79212);(80712,81233);(83632,84614);(97432,98229);(105728,106482);(112724,113689);(116257,117106);(117306,117837);(121929,123153);(125589,126529);(126530,127386);(133445,133963);(135032,135585);(142141,142731);(142963,143994);(145725,146225);(169594,170135);(171843,172690);(177504,178361);(180234,180998);(181206,181729);(189540,190262);(190788,191841);(197489,198276);(202474,202974);(204727,205427);(208868,209624);(216649,217505);(219359,220044);(222996,223552);(224168,224763);(225175,225952);(236292,237242);(239091,239593);(251556,252266);(254276,255037);(255742,257496);(257497,258090);(260268,260780);(261738,262252);(264463,265439);(270064,270934);(272977,273759);(275007,275930);(276924,277578);(279557,280378);(286117,286617);(289420,290095);(290558,291422);(293470,293977);(296685,297525);(300584,301084);(302872,303373);(308088,308778);(309148,309754);(311989,313039);(316608,317376);(330740,331418);(337978,338689);(338851,339443);(346955,347606);(347607,348239);(349057,350145);(357228,357903);(359395,359949);(361329,362146);(369468,370249);(370994,371900);(373163,373828);(374493,375510);(382708,383241);(387796,388979);(392591,393105);(395200,396062);(399593,400186);(403907,404712);(404922,405443);(406730,407380);(407381,408033);(410342,411208);(417913,419167);(421331,422371);(422876,423652);(425450,426050);(427429,427929);(428246,428988);(434745,435344);(436783,437287);(437372,438059);(442105,442798);(445322,446035);(451393,451994);(454629,455285);(459065,459897);(465019,465767);(466983,467641);(480631,481224);(481225,482085);(482086,482791);(495689,496425);(496426,497359);(498663,499194);(499559,500262);(500263,500781);(505608,506159);(506160,506729);(506951,507512);(512852,514183);(517430,517935);(519972,520532);(522605,523343);(550264,551353);(557351,558187);(561971,562507);(566503,567398);(569442,569974);(578891,579574);(581427,581928);(581929,582429);(583189,583899);(589576,590097);(598723,599255);(605301,605803);(606917,607519);(609709,610353);(610555,611240);(612058,612558);(614640,615164);(615423,615927);(615928,616591);(617828,618729);(622067,622618);(622762,623474);(623662,624162);(628765,629752);(630008,630644);(643847,644789);(645488,646140);(658354,659023);(660153,660801);(665505,666149);(666240,666772);(667115,668033);(674844,675459);(677575,678075);(681011,681787);(685672,686241);(687149,687725);(693347,694118);(697907,698697);(711358,712205);(712953,713719);(717017,717946);(721183,722085);(724252,725396);(732406,733014);(734457,735068);(735347,735862);(739788,740308);(741501,742217);(744571,745074);(749658,750390);(750758,751490);(753086,753882);(758899,759459);(763283,764066);(771359,771884);(772985,773486);(782607,783121);(789277,789829);(790782,791517);(792402,792905);(795060,796137);(801526,802296);(805070,805995);(805996,806630);(827327,828174);(852508,853059);(853739,854566);(856423,857292);(857703,858317);(859193,860030);(861020,861583);(872123,873032);(873033,873762);(873980,874489);(874777,875347);(881000,881716);(884419,884924);(887597,888319);(894709,895307);(896687,897275);(897276,897778);(907527,908375);(911609,912138);(913894,914407);(914408,915209);(915813,916817);(922795,923295);(924978,925842);(930044,930814);(931026,931574);(941826,942356);(952484,953397);(953973,954759);(963706,964343);(964344,964890);(968448,969400);(970494,971062);(975847,976573);(980069,980713);(981882,982452);(988454,988964)"
"[{1, 83}]","[]",2,55,"(30625,31448);(36191,36699);(54946,55477);(73880,74581);(75841,76779);(80917,81458);(106773,107280);(116921,117488);(166455,167047);(171343,171986);(177636,178232);(180431,181032);(197489,198094);(220891,221713);(225153,225868);(238178,238678);(261737,262386);(284466,285039);(298846,299606);(300128,301030);(302971,303493);(310437,311161);(312369,312878);(331344,332136);(335345,336081);(336680,337180);(344014,344709);(410905,411575);(421401,421962);(431981,432695);(485294,485831);(585461,586576);(588011,588667);(617813,618574);(634074,634639);(678712,679276);(695663,696238);(734539,735068);(735934,736526);(748299,748805);(757982,758514);(761446,762094);(799618,800734);(812052,812552);(813275,813925);(843798,844659);(865732,866232);(876265,876840);(877014,877514);(891246,892035);(894207,894757);(901130,902051);(968384,968928);(977807,978370);(980755,981332)"
"[{1, 87}]","[]",2,1,"(22141,22678)"
"[{1, 90}]","[]",2,71,"(20139,20682);(32571,33269);(53392,53953);(56997,57599);(77125,77670);(80433,81237);(116279,116991);(126508,127129);(172920,173498);(181068,181669);(234464,235018);(237526,238208);(263212,263761);(300120,300776);(303728,304293);(304294,305024);(315183,315700);(333847,334352);(349506,350105);(355369,355920);(360290,360795);(374384,374915);(376618,377118);(388502,389219);(389220,389879);(401180,401691);(418482,419030);(428420,429155);(465467,466015);(504010,504511);(516628,517280);(537340,537874);(556635,557141);(562648,563481);(588126,588666);(588667,589284);(589285,589897);(593496,593996);(619777,620566);(623196,623715);(640112,640612);(641052,641587);(659321,660180);(695735,696238);(720688,721476);(734334,734906);(740516,741052);(757668,758219);(758220,758814);(759009,759576);(772986,773542);(822134,822709);(837415,837997);(846164,846925);(868783,869529);(872437,872953);(893027,893527);(896032,896564);(897374,898196);(906191,906707);(906010,906607);(907582,908402);(913723,914223);(927617,928305);(933308,933845);(935420,936491);(947761,948267);(954006,954848);(965289,966061);(969701,970265);(974450,974976)"
"[{1, 135}]","[]",2,14,"(56768,57268);(69926,70615);(78484,79041);(124962,125462);(224026,224526);(287714,288214);(303493,304379);(312831,313468);(395503,396004);(414412,414913);(497706,498264);(802520,803030);(907803,908326);(915315,916010)"
"[{1, 136}]","[]",2,34,"(36459,37287);(76798,77612);(190154,190654);(199881,200400);(212608,213174);(287556,288080);(290529,291043);(303152,303728);(304748,305373);(307803,308373);(311753,312259);(348354,349115);(363004,363612);(390996,391514);(410284,410905);(415740,416327);(429741,430263);(479715,480215);(505665,506205);(527894,528517);(549436,549936);(558435,559003);(640612,641268);(659775,660501);(661217,661904);(663874,664583);(679537,680321);(728185,729046);(741192,741993);(743944,744445);(778957,779757);(807556,808081);(821752,822255);(927788,928373)"
"[{1, 138}]","[]",2,122,"(5368,5883);(8305,8949);(19381,19886);(26777,27713);(29561,30180);(31448,31948);(38627,39178);(43184,43826);(46297,47357);(77160,77921);(78445,79169);(81037,81572);(85123,85672);(88229,89132);(94993,95845);(140174,141110);(141528,142093);(142989,143506);(156700,157255);(163527,164050);(167095,167759);(174345,174944);(182960,183504);(186513,187027);(195610,196136);(197607,198245);(215024,215649);(222279,222921);(232594,233095);(236663,237493);(248071,248583);(251264,252048);(254303,254941);(266033,266549);(271190,271799);(278003,279055);(283430,284115);(288915,289607);(297799,298583);(298789,299328);(299486,299991);(312176,312913);(320264,320871);(326300,326866);(328683,329659);(333844,334397);(348479,348997);(366419,367031);(370734,371365);(371366,372181);(374711,375534);(381333,381962);(410342,410850);(411164,412073);(436959,437682);(450393,450893);(451308,452010);(453734,454457);(457929,458599);(472331,472906);(481672,482172);(487199,487708);(503372,503895);(505942,507092);(515607,516415);(516753,517253);(525261,525825);(532250,532763);(556930,557496);(558396,559246);(569198,569942);(570811,571312);(577627,578177);(580181,580854);(582513,583346);(584887,585541);(602407,602917);(604526,605027);(608381,609414);(610660,611317);(616007,616883);(617976,618709);(619208,619820);(636462,637421);(658028,658590);(666526,667069);(670580,671080);(671544,672045);(672046,672644);(673700,674382);(678446,679098);(685190,685834);(698042,699035);(706309,706895);(716346,716979);(739180,739722);(742218,743109);(745840,746442);(792677,793304);(796174,796704);(805345,805892);(807550,808477);(826378,826961);(835554,836298);(841052,841566);(849501,850091);(850790,851685);(868135,868834);(877450,877981);(879118,879621);(888729,889273);(890677,892086);(901813,902313);(903810,904328);(920156,920717);(921645,922333);(926038,926582);(927663,928291);(964492,965176);(969533,970345);(979165,979729);(980905,981648)"
"[{1, 148}]","[]",2,474,"(34,1854);(1855,3749);(3750,5099);(5100,8074);(8075,9941);(9942,11599);(11600,12239);(12240,16048);(16049,16892);(16893,17607);(17608,18549);(18550,21678);(21679,22287);(22288,23161);(23162,23921);(23922,27012);(27013,30314);(30315,31713);(31714,32590);(32591,33637);(33638,37836);(37837,39293);(39799,42636);(42637,44462);(45151,50064);(50065,52014);(52015,53326);(53327,54949);(54950,55711);(55712,56622);(56781,59321);(59322,63369);(63697,65047);(65048,65885);(65886,70918);(71255,73779);(74026,75610);(75874,78671);(78672,81891);(81892,82902);(82903,83788);(83789,85205);(85206,86701);(86702,88060);(88061,91309);(91310,92951);(92952,95665);(95666,96690);(96691,98615);(98616,102527);(102528,103735);(103736,107740);(107741,109278);(109463,110696);(110697,112662);(113237,114229);(114415,118477);(118730,120608);(120609,121262);(121417,121995);(122086,128058);(128059,129052);(129053,129722);(129827,134623);(134624,136456);(136457,138052);(138053,139482);(139623,140494);(140495,141316);(141317,142131);(142132,145287);(145288,147589);(147590,148179);(148180,150158);(150159,150811);(150812,152118);(152119,152674);(152675,156445);(156446,162210);(162211,164324);(164325,165906);(165907,166833);(166834,168183);(168184,171426);(171510,173087);(173088,174289);(174290,175373);(176401,178448);(178449,182671);(182672,184204);(184361,184897);(184898,188060);(188061,192628);(192629,193847);(194470,195122);(195123,196512);(196513,198816);(198817,199881);(200021,201123);(201124,202159);(202160,206047);(206928,208396);(208450,210400);(210401,217909);(217910,223273);(223783,225422);(225423,228090);(228842,231704);(231919,234352);(234353,236535);(236536,238059);(238233,240836);(240837,241805);(242442,243501);(243502,246100);(246101,246965);(247210,249228);(249229,253539);(253540,255584);(255792,257036);(257037,260768);(261213,263468);(263469,264665);(264811,265339);(265895,267923);(268084,269150);(269151,269803);(269804,272491);(272703,273214);(273215,274008);(274178,276146);(276695,281004);(281005,282663);(283253,285248);(285479,285979);(286781,288210);(288211,290360);(290361,291461);(291462,292040);(292041,296123);(296124,297891);(297892,298585);(298586,299714);(299715,301374);(301490,302627);(302628,304498);(304499,307803);(307804,308567);(308568,309322);(309323,315357);(315358,317902);(318204,320020);(320021,323703);(323914,325226);(325227,326413);(326414,329298);(329299,329943);(329944,334872);(334873,336884);(336975,338441);(338442,339500);(339644,340307);(340466,340966);(340967,342901);(342975,343520);(343521,344289);(344290,345286);(345727,346930);(346931,348052);(348273,350606);(350824,357079);(357080,358527);(358528,359667);(359668,360324);(360325,361034);(361035,363958);(363959,365373);(365374,367785);(367941,368787);(368788,369988);(369989,372582);(372583,374302);(374303,374915);(374916,377349);(377350,378176);(379354,380729);(380917,382382);(382383,385817);(385977,387163);(387164,390940);(390941,392493);(392494,393260);(393261,393980);(393981,395026);(395027,396488);(396571,398114);(398736,399386);(399387,401286);(401287,402181);(402182,402732);(402733,405456);(405457,412081);(412082,413121);(413679,414256);(414257,417811);(418295,423040);(423041,424004);(424180,424901);(425388,434309);(434310,435137);(435725,438907);(438908,441863);(441864,447549);(447759,448485);(448604,449445);(450334,451310);(451311,453304);(453305,453822);(453823,456002);(456131,460261);(460262,463122);(463259,465329);(465330,466421);(466697,468578);(468895,470367);(470510,473699);(473700,474561);(475193,475806);(475807,478627);(479199,480395);(480396,481202);(481203,482497);(482498,485172);(485173,487329);(487330,488829);(488830,490047);(490164,493086);(493087,499582);(499583,504997);(504998,509035);(509036,510079);(510080,511469);(511470,512098);(512662,516229);(516397,518631);(518754,519774);(519775,521284);(521491,522008);(522009,523710);(523711,524573);(524574,528045);(528046,531502);(531503,533931);(534200,536040);(536041,537125);(537126,540253);(540254,544461);(544988,545831);(545832,548412);(548413,549078);(549079,551437);(551438,552970);(552971,553819);(553820,555770);(555771,556635);(556636,558694);(558695,561919);(561920,564621);(564622,565645);(565875,568005);(568006,570326);(570858,571768);(571769,573094);(573095,574176);(574177,577064);(577065,580979);(581227,582417);(582418,583846);(583847,584687);(584688,592475);(592586,593093);(593740,595607);(595608,596680);(597501,599423);(599711,601116);(601117,601762);(601763,603367);(603368,604087);(604088,605132);(605345,606845);(606846,608669);(608670,612549);(612888,613388);(613389,615024);(615229,616885);(616886,620134);(620135,620793);(620910,622652);(622653,623978);(624035,625212);(625213,625979);(625980,626714);(626715,627493);(628062,628664);(628760,629769);(629770,630625);(630626,631347);(631348,632572);(632573,634203);(634204,635178);(635179,637970);(637971,639826);(639827,642366);(642367,646439);(646611,651924);(651925,653427);(653569,655969);(655970,657160);(657516,658960);(659088,661323);(661324,662161);(662162,663629);(663630,665157);(665158,669144);(669145,672045);(672046,676780);(676781,679591);(679592,680682);(680683,681183);(681184,684325);(684326,684865);(684866,686913);(686914,689083);(689084,690641);(690800,691338);(692089,693200);(693201,694619);(695657,699852);(699853,700951);(700952,703457);(703458,704222);(704223,704974);(704975,706230);(706309,706895);(707051,710786);(710787,711776);(711777,713865);(713866,715156);(715157,715752);(715973,719092);(719995,720687);(720688,721243);(721244,723173);(723174,727938);(727939,728960);(728961,731029);(731030,731939);(731940,733397);(733717,736958);(736959,737968);(737969,738852);(738965,740373);(740374,743944);(743945,747417);(747418,749720);(749721,750399);(750400,752418);(752613,753207);(753208,754935);(754936,756071);(756072,756883);(756992,760512);(760513,763616);(763617,766583);(766584,768825);(768826,774309);(774310,775311);(775495,776246);(776247,777209);(777210,778926);(778927,779705);(780388,783482);(783483,784494);(784495,788811);(788812,792463);(792464,793397);(793398,794561);(794562,796954);(796955,798046);(798047,799118);(799119,802807);(802808,807432);(807433,811115);(811116,812374);(813049,813924);(814128,814653);(814654,817859);(817860,819014);(819015,823008);(823638,825943);(825944,828392);(828995,831848);(831849,832604);(832605,833299);(833300,834330);(834331,836757);(837320,838360);(838361,840822);(840823,844228);(844229,847886);(848543,850410);(850411,855443);(855444,856494);(857057,858815);(859106,861373);(861374,862645);(862646,865346);(865522,867018);(867019,868012);(868013,871269);(871270,872268);(872269,878927);(879050,880380);(880381,881096);(881097,883573);(884541,885633);(886197,888318);(888319,889068);(889069,890794);(890795,894264);(894265,896190);(896191,898790);(898791,900745);(900746,902449);(902450,903099);(903100,905104);(905216,906852);(906853,907434);(907435,908402);(908517,909887);(909888,911036);(911037,913772);(913773,918876);(918877,919931);(919932,922513);(922514,923661);(923662,924367);(924464,937129);(937444,938927);(938928,942531);(942636,943350);(943351,944505);(944506,945545);(945546,947092);(947741,948546);(948547,950427);(950428,953707);(953708,956846);(956847,957726);(957727,958759);(958807,960258);(960259,960975);(960976,963113);(963425,964167);(965145,970861);(970862,971731);(972353,973095);(973219,975702);(976298,977087);(977088,979729);(979730,981386);(982173,986590);(986591,987465);(987466,989908)"
